mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model,param_criterion,param_max_depth,param_min_samples_split,param_n_estimators
1.0318995475769044,0.0497565008389384,0.03551616668701172,0.0019338025665513936,,,,,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.6473260643821391,0.5666666666666667,0.6208277703604806,0.6132897603485838,0.6278825995807128,0.6151985722677166,0.02677214072060186,20,random_forest,,5,2.0,200.0
0.546973466873169,0.011979620692833585,0.018215513229370116,0.0011068648164541221,,,,,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.6287642782969886,0.48947176684881605,0.6464884696016772,0.6266936299292214,0.6995270102066218,0.6181890309766651,0.06952556829755795,19,random_forest,,5,5.0,100.0
1.0345515251159667,0.0430507489996454,0.0321159839630127,0.001255104047121136,,,,,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.5520361990950227,0.5809309616302051,0.6710424710424711,0.5710572532490341,0.6404596507173927,0.6031053071468252,0.04502807652277566,24,random_forest,,5,5.0,200.0
0.5359792709350586,0.0051748855990992205,0.02063717842102051,0.0015670371476948968,,,,,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.6353901070882203,0.5666666666666667,0.6464884696016772,0.5995598046633194,0.6278825995807128,0.6151975295201193,0.02880124028742927,21,random_forest,,5,10.0,100.0
1.0645987510681152,0.02793769228789905,0.035501623153686525,0.0031801843253923,,,,,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.6413274165541192,0.5520361990950227,0.6338028169014085,0.6266936299292214,0.6150234741784038,0.613776707331635,0.032063619001728064,23,random_forest,,5,10.0,200.0
0.7159391880035401,0.052650079621824504,0.032996606826782224,0.017355281259352824,,,,,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.7199240310997685,0.7289182413012902,0.7295238095238095,0.6893178893178893,0.733189090702044,0.7201746123889603,0.01603393481994852,18,random_forest,,10,2.0,100.0
1.4410336494445801,0.09533737383953421,0.04292807579040527,0.006434146785486904,,,,,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.7604690117252931,0.6718510963793982,0.7498238195912614,0.7281877122568694,0.7126190476190476,0.724590137514374,0.031182329364391245,17,random_forest,,10,2.0,200.0
0.7991281509399414,0.0631968889162976,0.023829317092895506,0.0018852012207274786,,,,,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.7505813953488372,0.7223300970873786,0.7864661654135339,0.694585020242915,0.7498238195912614,0.7407572995367853,0.030787842501428273,13,random_forest,,10,5.0,100.0
1.4657968044281007,0.0636264012786504,0.035999631881713866,0.0026037678357474646,,,,,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.7769883902269971,0.6837282780410743,0.7932810750279955,0.694585020242915,0.7229677800768548,0.7343101087231673,0.04373617095284424,15,random_forest,,10,5.0,200.0
0.6892280578613281,0.015128933072815902,0.022690677642822267,0.0016893378711382782,,,,,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.7471711456859972,0.6473260643821391,0.7909873188405797,0.7495590828924161,0.716466995536763,0.730302121467579,0.047779754039900646,16,random_forest,,10,10.0,100.0
1.3269997596740724,0.03452545926643999,0.03848810195922851,0.004034184320355287,,,,,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.7405326309628328,0.6953634085213033,0.7565474430978422,0.742815744989133,0.7365491651205938,0.7343616785383411,0.020627216023199474,14,random_forest,,10,10.0,200.0
0.9246046543121338,0.04049056597576251,0.031247043609619142,0.00878233157570421,,,,,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.8049964544809906,0.7471711456859972,0.8552808024459583,0.874113475177305,0.7751569751569751,0.8113437705894452,0.047620157401793935,1,random_forest,,20,2.0,100.0
1.8125357627868652,0.046906028360633886,0.04385499954223633,0.0017614034836536683,,,,,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.8049964544809906,0.7505813953488372,0.8470157293686705,0.8356028446992667,0.7932810750279955,0.8062954997851521,0.034035809867996064,6,random_forest,,20,2.0,200.0
0.9002190589904785,0.03011171060163714,0.027567243576049803,0.002866570643651599,,,,,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.7914438502673797,0.7439496332235892,0.8470157293686705,0.8179487179487179,0.7839130434782609,0.7968541948573238,0.034516072540895414,10,random_forest,,20,5.0,100.0
1.7649068355560302,0.028320630170100523,0.04487776756286621,0.004691296380118628,,,,,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 200}",0.7981980026052975,0.7303158887317303,0.8623141564318035,0.8456521739130435,0.7954343971631206,0.806382923768999,0.0461376934462767,5,random_forest,,20,5.0,200.0
0.891100549697876,0.010785187532782403,0.02767319679260254,0.005064048621920511,,,,,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.7914438502673797,0.7199240310997685,0.8400472027034276,0.8147826086956522,0.7681697911388843,0.7868734967810225,0.041132248224791106,12,random_forest,,20,10.0,100.0
1.2436938285827637,0.0810473411958965,0.021197938919067384,0.006511060997934649,,,,,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 200}",0.7981980026052975,0.7303158887317303,0.8413407821229051,0.8356028446992667,0.7818740399385561,0.7974663116195512,0.04032914062852239,9,random_forest,,20,10.0,200.0
